nome,price,desc,ano,fotos,km
"Astra Advantage 2008 completo , abaixo da tabela , valor ja incluso documento no nome ! - 2008",20900,1 km | Câmbio: manual | Flex,2008,8,1
Dodge Journey 2012(abaixo da tabela) - 2012,44900,170 km | Câmbio: automático | Gasolina,2012,6,170
;man zafira completa abx tabela - 2011,37900,85.370 km | Câmbio: automático | Flex,2011,4,85370
Vw - Volkswagen Spacecross 2013 Completa - 2013,34900,95.000 km,2013,6,0
CHEVROLET SPIN 1.8 LTZ 8V FLEX 4P MANUAL - 2017,56500,79.993 km | Câmbio: manual | Flex,2017,7,79993
Cruze LT Aut. Conservado - 2016,64000,46.000 km | Câmbio: automático | Flex,2016,6,46000
VENDO Ford Ka Hatch 2015 - 2015,3300000,83.283 km | Câmbio: manual | Flex,2015,2,83283
VOLKSWAGEN POLO 1.0 200 TSI HIGHLINE AUTOMÁTICO - 2019,77700,0 km | Câmbio: automático | Flex,2019,9,0
Renault Clio Campus 1.0 16v Flex 2010 Muito Ecônomico 17km/l - 2010,14900,166.800 km | Câmbio: manual | Flex,2010,6,166800
Vendo ou troco - 1999,0,200.000 km | Câmbio: automático | Gasolina,1999,6,200000
""" Jac J3 Jessica 12991331916 - 2012",22900,106.000 km,2012,2,0
Fox*trendline 1.6 2016 - aprova até sem entrada - 2016,0,32.000 km | Câmbio: manual | Flex,2016,6,32000
,0,,0,0,0
"Pegout 206 ano 2008 com ar, abaixo da tabela!! - 2008",13500,130.000 km | Câmbio: manual | Flex,2008,5,130000
Ford Ka+ - 2015,33000,80.000 km | Câmbio: manual | Flex,2015,4,80000
VOLKSWAGEN SPACEFOX 2012/2013 1.6 MI SPORTLINE 8V FLEX 4P AUTOMATIZADO - 2013,32890,110.000 km | Câmbio: automático | Flex,2013,9,110000
C4 hatch LINDÃO - 2010,26300,124.437 km | Câmbio: automático | Flex,2010,6,124437
Fiat Marea - 2003,12000,165.000 km | Câmbio: manual | Gasolina,2003,8,165000
Ford Ka 1.0 2013 -GL - 2013,19900,0 km | Flex,2013,3,0
"Oferta!! Ford Focus 2.0 Flex 11 mil km ""Impecavel"" Unico Dono!! - 2018",65900,11.000 km | Câmbio: manual | Flex,2018,6,11000
/Vw - Volkswagen Fox 1.6 Plus - Completo - 2007 - 2007,0,113.000 km,2007,5,0
/ Gm - Chevrolet Onix 1.0 completo 2016 ( km baixo ) Mauricio Aleida (12) 99141-5486 - 2016,34900,20.000 km | Câmbio: manual | Flex,2016,6,20000
Peugeot 308 Active 1.6 + Teto Panoramico - 2014,35900,93.000 km | Câmbio: manual | Flex,2014,13,93000
Astra 99/2000 - 2000,12300,187.000 km | Câmbio: manual | Gasolina,2000,9,187000
Higor - Fiat Palio Adventure Weekend Dualogic 1.8 - 2012,18000,152.000 km | Câmbio: semi-automático | Flex,2012,12,152000
,0,,0,0,0
Bmw 220i 2018 - 2018,132700,18.000 km | Câmbio: automático | Flex,2018,6,18000
Hyundai Hb20s confort plus 1.0 flex completo impecável - 2014,36900,108.000 km | Câmbio: manual | Flex,2014,18,108000
© Ford Fusion Titanium 2.0 AWD GTDI (Flex)(Auto) - 2016,0,70 km | Câmbio: automático | Flex,2016,11,70
HYUNDAI TUCSON GLS B 2.0 AUT 2014 Baixo Km - 2014,44900,63.000 km | Câmbio: automático | Flex,2014,12,63000
Corsa Sedan 1.4 Premium Parcelas de 499 reais - 7029 - 2009,21990,100 km | Câmbio: manual | Gasolina,2009,5,100
Golf sapao - 1999,14500,248.000 km | Câmbio: manual | Gasolina,1999,5,248000
Prisma 1.4 - 2011,21000,98.000 km | Câmbio: manual | Flex,2011,19,98000
Honda civic lxs 1.8 - 2013,47990,85.000 km | Câmbio: manual | Flex,2013,9,85000
,0,,0,0,0
CHEVROLET CRUZE 1.4 TURBO LTZ 16V FLEX 4P AUTOMÁTICO - 2018,93900,15.215 km | Câmbio: automático | Flex,2018,8,15215
Gm - Chevrolet Prisma - 2018,48490,52.906 km | Câmbio: manual | Flex,2018,8,52906
Chevette SL 1.6 ano 90 - 1990,6000,70.400 km | Câmbio: manual | Gasolina,1990,5,70400
Cerato 2015 único dono manual chave r - 2015,55900,60 km | Câmbio: automático | Flex,2015,5,60
JEEP RENEGADE 2018/2018 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO - 2018,77500,35.721 km | Câmbio: automático | Flex,2018,7,35721
Duster Dynamique 1.6 manual 2016 - 2016,48990,76.000 km | Câmbio: manual | Flex,2016,14,76000
JEEP  RENEGADE 1.8 16V FLEX SPORT 4P 2019 - 2019,75699,0 km | Câmbio: automático | Flex,2019,9,0
"Honda/ Civic LXL 1.8 ""automático"" confira as FOTOS - 2011",41900,160.000 km | Câmbio: automático | Flex,2011,20,160000
Gol G3 1.6 8v - 2003,13500,1 km | Câmbio: manual | Gasolina,2003,7,1
Honda Civic exr 2014 - 2014,52000,98.000 km | Câmbio: automático | Flex,2014,6,98000
,0,,0,0,0
Onix lt 2018 - *Abaixo da Tabela - 2018,40490,43.711 km | Câmbio: manual | Flex,2018,7,43711
Fiat Toro Freedom Open Edition 1.8 Flex - 2017,69000,72.500 km | Câmbio: automático | Flex,2017,12,72500
Fiat stilo sporting dualogic automático - 2008,20000,114.000 km | Câmbio: automático | Flex,2008,5,114000
Somente venda - 2010,39000,140.000 km | Câmbio: automático | Flex,2010,4,140000
408 feline 2.0 flex automático 16v 2012 - 2012,37900,140.000 km | Câmbio: automático | Flex,2012,10,140000
Renault Duster 1.6 Completa - 2016,53900,69 km | Câmbio: manual | Flex,2016,12,69
Fiesta 1.0 s IMPECAVEL - 2014,25000,169 km | Câmbio: manual | Flex,2014,6,169
Peugeot 207 XR 1.4 Passion 2009 Completo - 2009,19900,1 km | Câmbio: manual | Flex,2009,13,1
CHEVROLET CORSA 2004/2005 1.0 MPFI JOY 8V GASOLINA 4P MANUAL - 2005,14900,97.000 km | Câmbio: manual | Gasolina,2005,5,97000
Peugeot 206 Presence 1.4 Flex 2007 C/ Ar Condicionado e Direção - Sem Entrada + 499 - 2007,12990,0 km | Câmbio: manual | Flex,2007,4,0
C3 Tendence 2014 abx tabela - 2014,30900,95.000 km | Câmbio: manual | Flex,2014,6,95000
Chevrolet Tracker 1.4 16v Turbo Premier - 2018,86990,22.000 km | Câmbio: automático | Flex,2018,9,22000
Ford Ecosport 2012 1.6 completinha! Super linda!! - 2012,0,116.677 km | Câmbio: manual | Flex,2012,10,116677
GM Meriva 1.4 Maxx 2010 Completa - 2010,24900,110.000 km | Câmbio: manual | Flex,2010,9,110000
VOLKSWAGEN GOL 2013/2014 1.0 MI ECOMOTION 8V FLEX 4P MANUAL G.IV - 2014,17900,93.037 km | Câmbio: manual | Flex,2014,3,93037
WR-V EXL 1.5 FLEXONE 16V 5P AUT. - 2019,85990,0 km | Câmbio: automático | Flex,2019,17,0
HYUNDAI HB20S 2016/2016 1.6 COMFORT STYLE 16V FLEX 4P MANUAL - 2016,47900,77.059 km | Câmbio: manual | Flex,2016,7,77059
Venda ou troca - 2000,9000,180.000 km | Câmbio: manual | Gasolina,2000,4,180000
FORD FIESTA 2004/2004 1.6 MPI CLASS 8V GASOLINA 4P MANUAL - 2004,15900,204.000 km | Câmbio: manual | Gasolina,2004,14,204000
¬ Gm - Chevrolet Spin Valeria - 2014,38900,56.000 km | Câmbio: manual | Álcool,2014,2,56000
,0,,0,0,0
ONIX HATCH JOY 1.0 8V FLEX 5P MEC. - 2018,36000,50.200 km | Câmbio: manual | Flex,2018,11,50200
Ford Focus - 2001,13900,123.456 km | Câmbio: manual | Gasolina,2001,6,123456
Vw - Volkswagen Fox Highline 1.6 16V Flex - 2015,38900,65.000 km | Câmbio: manual | Flex,2015,10,65000
FORD FUSION 2014/2015 2.0 TITANIUM FWD 16V GASOLINA 4P AUTOMÁTICO - 2015,75990,101.000 km | Câmbio: automático | Gasolina,2015,8,101000
MITSUBISHI LANCER 2.0 160CV 2012 - 2012,42000,94.000 km | Câmbio: automático | Gasolina,2012,8,94000
Peugeot 207 1.4 xr 8v flex 4p manual - 2009,19500,79.000 km | Câmbio: manual | Flex,2009,11,79000
Spacefox Trend 1.6 !!!Abaixo da tabela!!! - 2012,29900,999.999 km | Câmbio: manual | Flex,2012,13,999999
208 Active Pack 1.6 2015 Automático - 2015,38900,108.779 km | Câmbio: automático | Flex,2015,16,108779
"(OP) Fiat Toro 2018 - unico dono, muito nova. Pagamos bem em seu usado - 2018",0,20.000 km | Câmbio: automático | Flex,2018,6,20000
Peugeot 208 Muito Novo Automático 2015 - 2015,38900,59.870 km | Câmbio: automático | Flex,2015,20,59870
FIAT MOBI 1.0 8V EVO FLEX EASY MANUAL - 2018,27890,33.100 km | Câmbio: manual | Flex,2018,8,33100
Punto Actrative 1.4 2014 - 2014,29800,85.000 km | Câmbio: manual | Flex,2014,5,85000
,0,,0,0,0
VW Voyage 1.6 2015 Completo Sem entrada - 2015,33890,75.000 km | Câmbio: manual | Flex,2015,15,75000
Ecosport xlt 2.0 4p 2009 - 7585 - 2009,28900,202.785 km | Câmbio: manual | Gasolina,2009,9,202785
F*R Chery Tiggo2 com 21.000km - 2019,0,21.000 km | Câmbio: manual | Flex,2019,6,21000
Ford Ka 2010 - 2010,14500,129.000 km | Câmbio: manual | Flex,2010,6,129000
Golf Variant Highline 1.4 TSI 15/15 - 2015,73000,65.000 km | Câmbio: automático | Gasolina,2015,11,65000
;man Citroen C3 Origine Pure Tech 1.2 Flex - 2017,0,59 km | Câmbio: manual | Flex,2017,7,59
Fiat Strada - 2011,18000,1 km | Câmbio: manual | Flex,2011,5,1
"Vendo ou troco por moto, pick up - 1994",5800,11.111.111 km | Câmbio: manual | Álcool,1994,4,11111111
,0,,0,0,0
R Ford Ka NOVO 2015 baixo km - 2015,0,80 km | Câmbio: manual | Flex,2015,8,80
Jeep Renegade - 2017,67000,45.000 km | Câmbio: automático | Flex,2017,3,45000
CHEVROLET PRISMA 2018/2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - 2018,40900,42.170 km | Câmbio: manual | Flex,2018,7,42170
Vw - Volkswagen Kombi - 1993,17000,0 km | Câmbio: manual | Gasolina,1993,4,0
Excelente Oportunidade - 2008,12500,142.000 km | Câmbio: manual | Flex,2008,11,142000
Fiat Siena - 1989,13500,0 km | Câmbio: manual | Gasolina,1989,11,0
Celta life 2006 1.0 flex - abaixo tabela - aceito bitcoin - 2006,10000,315.000 km | Câmbio: manual | Flex,2006,0,315000
307 Hatch Presence Pack 1.6 Flex - 2011,26500,78.000 km | Câmbio: manual | Flex,2011,12,78000
Hilux SR-V 2012 completa - 2012,101900,122.000 km | Câmbio: automático | Diesel,2012,8,122000
** Logan EXP 1.0 -2013 - Completo - 2013,0,0 km,2013,9,0
,0,,0,0,0
/Renault Logan Expression 1.0 - Completo - Baixo KM - 2013 - 2013,0,88.000 km,2013,5,0
Ka + Sedan 1.5 abaixo da tabela Fipe 2015 - 2015,30000,150.000 km | Câmbio: manual | Flex,2015,7,150000
TOYOTA  ETIOS 1.5 PLATINUM SEDAN 16V 2016 - 2017,52990,78.000 km | Câmbio: automático | Flex,2017,7,78000
Gm - Chevrolet Prisma - 2010,20500,182.000 km | Câmbio: manual | Flex,2010,11,182000
Palio fire 1.0 flex 4p 2015 - 6249 - 2015,25900,160.000 km | Câmbio: manual | Flex,2015,12,160000
DFSJC/ Hyundai HB20 1.6 Comfort Plus impecavel - 2013,0,131.000 km | Câmbio: manual | Flex,2013,3,131000
Hb20 Branco - 2015 - 2015,34000,67.000 km | Câmbio: manual | Flex,2015,6,67000
UP! Tsi 2017 || 56.000KM - 2017,44900,56.000 km,2017,4,0
Gm - Chevrolet Corsa / Shopping JK ( capital veiculos ) - 1997,10900,130.000 km | Câmbio: manual | Gasolina,1997,4,130000
F- Celta com Direção Hidráulica - 2014,17900,90 km | Câmbio: manual | Flex,2014,4,90
Cobalt 1.4 LTZ Impecável - 2013,32900,126.000 km | Câmbio: manual | Flex,2013,7,126000
VOLKSWAGEN AMAROK 2017/2017 2.0 HIGHLINE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTIC - 2017,129900,44.450 km | Câmbio: automático | Diesel,2017,8,44450
$ Gm - Chevrolet Onix 2014 - 2014,0,60.000 km | Câmbio: manual | Flex,2014,4,60000
R Ford Focus 2015 - 2015,0,87 km | Câmbio: manual | Flex,2015,6,87
PEUGEOT 2008 2015/2016 1.6 16V FLEX ALLURE 4P MANUAL - 2016,54017,25.759 km | Câmbio: manual | Flex,2016,0,25759
Honda Fit EX 1.5 Vtec Manual - 2007,17000,192.000 km | Câmbio: manual | Gasolina,2007,7,192000
"A*M Chery Celer 2015 Baixo Km , Perfeitas condições - 2015",0,0 km | Câmbio: manual | Flex,2015,8,0
Toyota Etios X 1.3 2016 - Baixo KM - Unico dono - 2016,32000,45.000 km | Câmbio: manual | Flex,2016,10,45000
Volkswagen Crossfox 1.6 Msi 16v - 2016,48900,54.500 km | Câmbio: manual | Flex,2016,10,54500
PEUGEOT 207 2009/2010 1.4 XR PASSION SPORT 8V FLEX 4P MANUAL - 2010,21900,87.221 km | Câmbio: manual | Flex,2010,16,87221
,0,,0,0,0
FORD KA 2016/2017 1.0 SE PLUS 12V FLEX 4P MANUAL - 2017,36900,62.736 km | Câmbio: manual | Flex,2017,9,62736
Vendo/Troco Toyota - Etios Xls 1.5 Flex 16V 5P Mec. - 2013 - 2013,31500,107.391 km | Câmbio: manual | Flex,2013,4,107391
Carro - 2019,42000,1 km | Câmbio: manual | Flex,2019,0,1
HYUNDAI I30 2.0 16V 145CV 5P AUT. 2011 abaixo - 2011,34900,150.000 km | Câmbio: automático | Gasolina,2011,9,150000
Mitsubishi/Outlander 2.0 4x2 160cv Automatic - 2012,46900,86.000 km | Câmbio: automático | Gasolina,2012,9,86000
Palio ELX 1.4 - 2010,22500,1 km | Câmbio: manual | Flex,2010,4,1
"Renault Logan 1.0 Sedan, Muito Espacoso! Pegar e Andar - 2012",18900,120 km | Câmbio: manual | Flex,2012,12,120
Gm - Chevrolet Meriva Joy 1.8 2008 - 2008,19900,141.421 km | Câmbio: manual | Flex,2008,8,141421
Vw - Volkswagen Gol - 2017,38000,39.180 km | Câmbio: manual | Flex,2017,20,39180
Grand siena essence 1.6 2015 - 2015,36900,92.000 km | Câmbio: manual | Flex,2015,6,92000
CHEVROLET SPIN 2017/2018 1.8 LTZ 8V FLEX 4P AUTOMÁTICO - 2018,62490,30.586 km | Câmbio: automático | Flex,2018,7,30586
Hyundai Hb20 1.0 Comfort 12v - 2015,34990,48.900 km | Câmbio: manual | Flex,2015,6,48900
,0,,0,0,0
Hb20 1.0 série especial 5 anos - 2018,46990,32.280 km | Câmbio: manual | Flex,2018,11,32280
Vw - Volkswagen Tiguan Tsi 2.0 Aut (tiptronic) 4P 2012 - 72.000km - 2012,56900,72.900 km | Câmbio: automático | Gasolina,2012,20,72900
Montana Conquest 1.4 2010 completa - 2010,21500,122.000 km | Câmbio: manual | Flex,2010,2,122000
Vendo ou troco monza 95 gls 2.0 - 1995,3000,54.544 km | Câmbio: manual | Álcool,1995,4,54544
Fiat Siena 1.0 Fire Flex Ano 2010 - 2010,18900,149 km | Câmbio: manual | Flex,2010,11,149
Celta LT completo 1.0 flex - 2013,23900,83 km | Câmbio: manual | Flex,2013,6,83
Honda New Civic LXS 1.8 16V (Aut) (Flex) - Aceito Trocas - 2008,35900,116.000 km | Câmbio: automático | Flex,2008,5,116000
Doblo adv Xingu - 2013,44700,104.000 km | Câmbio: manual | Flex,2013,1,104000
,0,,0,0,0
Dodge Journey SXT 3.6 V6 7lugares Aut - 2014,59900,91.100 km | Câmbio: automático | Gasolina,2014,12,91100
Ford Ka !! Ford Ka Sedan 1.5 - 2017,0,29.000 km,2017,7,0
Impecável Citroen C4 Pallas 2.0 manual ano 2008 - 2008,22800,165.000 km | Câmbio: manual | Gasolina,2008,18,165000
;man Cruze LT 1.8 aut. 2016 - 2016,0,52 km | Câmbio: automático | Flex,2016,6,52
Peugeot - 2006,11000,140.000 km | Câmbio: manual | Gasolina,2006,3,140000
Strada cabine dupla - 2016,49900,80.000 km | Câmbio: manual | Flex,2016,6,80000
Renault Duster - 2015,49990,83.500 km | Câmbio: automático | Flex,2015,7,83500
Gm - Chevrolet Corsa - 1995,5900,210.000 km | Câmbio: manual,1995,7,210000
Renault Scenic 1.6 RXE - 2001,10500,285.900 km | Câmbio: manual | Gasolina,2001,9,285900
Grand vitara 2.0 2wd 4p aut. completa r$10.000 abaixo da tabela - 2012,32900,108 km | Câmbio: automático | Gasolina,2012,5,108
,0,,0,0,0
? Fiat Mobi 2017 - 2017,32900,20.100 km | Câmbio: manual | Flex,2017,2,20100
Gm - Chevrolet Astra - 2005,15000,260 km | Câmbio: manual | Flex,2005,7,260
Peugeot 207 - 2009,0,110.500 km | Câmbio: manual | Flex,2009,9,110500
£ - Jeep Renegade 2018 chama no whats - 2018,0,35.000 km | Câmbio: automático | Flex,2018,6,35000
Fox Highline 1.6 16v - 2018,46000,24.000 km | Câmbio: manual | Flex,2018,6,24000
"WS/Gm - Chevrolet Cruze ,Falar com Washington, Apenas 27 mil km - 2016",0,27.000 km | Câmbio: manual | Flex,2016,4,27000
RENAULT DUSTER 1.6 16V SCE FLEX DYNAMIQUE MANUAL - 2018,64890,33.673 km | Câmbio: manual | Flex,2018,7,33673
Ka 2016 - 2016,13000,57.000 km | Câmbio: manual | Flex,2016,6,57000
Troco por carro 1.0 2010 pra cima (12)981578336 - 2008,21000,150 km | Câmbio: manual | Flex,2008,2,150
Mini Cooper 1.6 - 2013,46900,90.000 km | Câmbio: automático | Gasolina,2013,6,90000
CITROEN C4 GLX 1.6 FLEX 16V 5P MEC 2013 - 2013,28900,80.000 km | Câmbio: manual | Flex,2013,10,80000
Ranger edição especial - 1999,24000,250.000 km | Câmbio: manual | Gasolina,1999,6,250000
Ecosport/Ford GL 1.6l 16v 4P - 2005,20000,2.141 km | Câmbio: manual | Gasolina,2005,1,2141
CHEVROLET CELTA LS 1.0 VHCE 8V FLEX 2012 Divida de Consorcio - 2012,16900,120.000 km | Câmbio: manual | Flex,2012,10,120000
Gm - Chevrolet S10 Gm - Chevrolet S10 - 2018,98990,35.000 km | Câmbio: manual | Diesel,2018,7,35000
Honda Civic - 2013,47990,85.000 km | Câmbio: manual | Flex,2013,5,85000
;man Chery Tiggo2 2019 Teto Solar - 2019,0,21.000 km | Câmbio: manual | Flex,2019,6,21000
Hyundai Tucson - 2014,43200,98.000 km | Câmbio: automático | Flex,2014,8,98000
CHEVROLET AGILE 2013/2014 1.4 MPFI LTZ 8V FLEX 4P MANUAL - 2014,33900,56.000 km | Câmbio: automático | Flex,2014,20,56000
TOYOTA RAV4 2018/2018 2.0 16V GASOLINA 4P AUTOMÁTICO - 2018,119900,Câmbio: automático | Gasolina,2018,8,0
,0,,0,0,0
Ford Focus 1.6 Hatch 2012 Completo - 2012,28890,1 km | Câmbio: manual | Flex,2012,14,1
Vw - Volkswagen Crossfox - 2009,26900,0 km | Câmbio: manual | Flex,2009,6,0
HONDA CIVIC 2016/2016 2.0 LXR 16V FLEX 4P AUTOMÁTICO - 2016,65700,78.000 km | Câmbio: automático | Flex,2016,0,78000
Autlander mitsubshi - 2014,61000,66.000 km | Câmbio: automático | Gasolina,2014,0,66000
Gm - Chevrolet Astra - 2009,24900,0 km | Câmbio: manual | Flex,2009,6,0
Fiesta sedan 1.6 2013 unico dono - 2013,0,107 km | Câmbio: manual | Flex,2013,12,107
Honda Civic lxs 1.8 completo mec 2008 - 2008,31900,141.000 km | Câmbio: manual | Flex,2008,7,141000
Caravan 88 - 1988,6000,88.888.888 km | Câmbio: manual | Álcool,1988,4,88888888
Fiat Premio - 1989,4000,350.000 km | Álcool,1989,7,350000
208 Allure 2014 Com Teto Panorâmico Vendo / Troco / Financio - 2014,36900,1 km | Câmbio: manual | Flex,2014,11,1
Strada 1.4 completa baixo km - 2018,32490,7.000 km | Câmbio: manual | Flex,2018,5,7000
Ford Fusion 2.5 - 2012,39900,122.000 km | Câmbio: automático | Gasolina,2012,9,122000
,0,,0,0,0
FIAT ARGO 2018/2018 1.0 FIREFLY FLEX DRIVE MANUAL - 2018,43900,36.278 km | Câmbio: manual | Flex,2018,0,36278
Volkswagen Fox 1.0 Completo / Único Dono - 2012,24900,88.000 km | Câmbio: manual | Flex,2012,7,88000
Onix LTZ 1.4 baixo km 4 mil abaixo da tabela - 2014,34000,59.000 km | Câmbio: manual | Flex,2014,4,59000
"Bravo Essence 1.8 2012 Flex 4Pt, Abaixo da Tabela 2º Dono Completo "" Lindão "" - 2013",29500,114.341 km | Câmbio: manual | Flex,2013,12,114341
Vendo carro batido - 2000,4000,0 km | Gasolina,2000,6,0
Honda Fit - 2004,20900,125.488 km | Câmbio: manual | Flex,2004,4,125488
!Corolla 1.8 SEG automático - bancos de couro - conservado - 2007,0,1 km,2007,8,0
Ecosport automático 2015 - 2015,46000,64.000 km | Câmbio: automático | Flex,2015,6,64000
,0,,0,0,0
GM Prisma LT Automático 2015 Completo - 2015,44890,1 km | Câmbio: automático | Flex,2015,16,1
Fiat Strada 1.4 Flex 15/15 - 2015,34500,63.000 km | Câmbio: manual | Flex,2015,10,63000
Honda Civic abaixo da tabela - 2008,29500,144 km | Câmbio: manual | Flex,2008,13,144
Onix LT 1.0 FLEX 4P (Com My Link) - 2013,33990,0 km | Câmbio: manual | Flex,2013,10,0
Fiat Strada fire 1.4 com ar condicionado - 2011,21990,195.000 km | Câmbio: manual | Flex,2011,8,195000
Toyota Etios Sedã - Impecável - Super econômico - 2016,38900,78.698 km | Câmbio: manual | Flex,2016,9,78698
GM Cruze LT Sedan 2014 Automático - 2014,49890,78.000 km | Câmbio: automático | Flex,2014,17,78000
Gm - Chevrolet Prisma - 2015,42000,35.500 km | Câmbio: manual | Flex,2015,3,35500
AmaroK 2.0 S CD Turbo inter cooler Diesel - 2018,79992,51.000 km | Câmbio: manual | Diesel,2018,6,51000
Ranger 2011 CD - Diesel - apenas 85 mil KM - 2011,46900,85.000 km | Câmbio: manual | Diesel,2011,6,85000
,0,,0,0,0
"Renault Clio Privilège 1.6 Completo, Único Dono, Modelo Topo de Linha - 2005",15000,103.000 km | Câmbio: manual | Gasolina,2005,11,103000
Celta LS 2p com direção 2013 - 2013,20200,67.568 km | Câmbio: manual | Flex,2013,4,67568
Ecosport 1.6 freestyle 2011 toop - 2011,33900,120.000 km | Câmbio: manual | Flex,2011,6,120000
Subaru Impreza Hatch 2.0 Automático 4x4 Impecável /// Abaixo da Tabela \ - 2011,35490,87.000 km | Câmbio: automático | Gasolina,2011,12,87000
Peugeot 206 - 1.4 Gasol - Completo *Já FINANCIADO*Possíbilidades PG Nome - 2006,0,110.000 km | Câmbio: manual | Gasolina,2006,1,110000
Vw - Volkswagen Gol - 2013,19000,102.000 km | Câmbio: manual | Flex,2013,9,102000
Gol quadrado 1.6 CHT - 1993,7500,193.117 km | Câmbio: manual | Gasolina,1993,6,193117
VW Spacefox 1.6 Comfortline 2007 - 2007,22900,150.000 km | Câmbio: manual | Flex,2007,6,150000
Astra elegance 2005 - 2005,20900,133.000 km | Câmbio: automático | Flex,2005,3,133000
Gm - Chevrolet Montana 1.4 Flex - 2013,25900,97.000 km | Câmbio: manual | Flex,2013,14,97000
Hyundai Azera 3.0 V6 - AG Veículos - 2012,65500,100.000 km | Câmbio: automático | Gasolina,2012,9,100000
Hyundai I30 C/ Teto Solar - 2011,36890,150.000 km | Câmbio: automático | Flex,2011,8,150000
Peugeot 207 BAIXA KM !!!! BCO COURO!!!! - 2013,23900,70.000 km | Câmbio: manual | Flex,2013,8,70000
408 1.6 thp automático top!!! - 2013,39990,90.000 km | Câmbio: automático | Flex,2013,12,90000
Honda Civic EXS - 2010,37000,140.000 km | Câmbio: automático | Flex,2010,15,140000
Volkswagen Gol 1.6 Msi Totalflex Trendline - 2018,35990,38.370 km | Câmbio: manual | Flex,2018,0,38370
Uno Vivace 2016 Unico Dono 25km - 2016,24900,25.000 km | Câmbio: manual | Flex,2016,3,25000
Nissan Livina 1.6 Flex 2011 / Aceito troca !!!! - 2011,22900,107.000 km | Câmbio: manual | Flex,2011,8,107000
New fiesta se 1.5 2014 completo só 31.900 - 2014,31900,92.000 km | Câmbio: manual | Flex,2014,6,92000
Vendo ou troco por algo do meu interesse - 1995,1200,5.000 km | Câmbio: manual | Gasolina,1995,3,5000
,0,,0,0,0
Carro wv - 2002,5500,173.956 km | Gasolina,2002,9,173956
Classic 2011 abaixo da tabela - 2011,17000,2.050.001 km | Câmbio: manual | Flex,2011,4,2050001
Vw - Volkswagen Fusca,5500,0 km | Câmbio: manual | Gasolina,0,4,0
"Entrada 5mil + 48x 499,00 fixas - 2011",19900,0 km | Câmbio: manual | Flex,2011,4,0
Vw - Volkswagen Gol - 2012,20000,0 km | Câmbio: manual | Flex,2012,9,0
Cintroen C4 Hacht - 2010,20000,135.000 km | Câmbio: automático | Flex,2010,7,135000
Ford Ka - 2018,36000,39.000 km | Câmbio: manual | Flex,2018,7,39000
Monza Sr c ar condicionado - 1988,27900,78.000 km | Gasolina,1988,5,78000
Gm - Chevrolet Prisma - 2014,36900,132.000 km | Câmbio: manual | Flex,2014,7,132000
"Vendo 27000,00 - 2011",0,93.000 km | Câmbio: manual | Flex,2011,5,93000
Vendo ou troco - 2004,10000,400.000 km,2004,3,0
Jeep Renegade - 2016,63900,69.700 km | Câmbio: automático | Flex,2016,6,69700
,0,,0,0,0
Vendo HB20S 2015 - 2015,0,92.000 km | Câmbio: manual | Flex,2015,5,92000
FORD KA - 18 km - Zerado - 2015,32500,31.000 km | Câmbio: automático | Flex,2015,7,31000
"$$Citroen Aircross , Falar com Washington. - 2011",0,109.000 km | Câmbio: manual | Flex,2011,11,109000
Ford Ecosport xlt 2009 completa - 2009,28900,156.000 km | Câmbio: manual | Flex,2009,7,156000
Vendo agile 1.4 2012 completo - 2012,25500,0 km | Câmbio: manual | Flex,2012,5,0
Golf 1.6 mi generetion - 2002,0,200.000 km | Câmbio: manual | Gasolina,2002,6,200000
Uno 96 ep - 1996,6000,0 km | Câmbio: manual | Gasolina,1996,4,0
Renault Logan Completo (4mil abaixo tabela) aceito moto - 2010,15800,157 km | Câmbio: manual | Flex,2010,5,157
,0,,0,0,0
Vendo Fiat Punto - 2011,25500,87.000 km | Câmbio: manual | Flex,2011,5,87000
Cruze LT 2013 automático - 2013,40000,115 km | Câmbio: automático | Flex,2013,4,115
"Oferta!! Nissa Versa 1.0 SL ""Sem Entrada"" Confira. Perfeito para Uber!! - 2017",45900,45.000 km | Câmbio: manual | Flex,2017,4,45000
Vectra Elegance Abaixo da Tabela - 1993,27000,160.000 km | Câmbio: manual | Flex,1993,9,160000
Van sprinter 313 2008 - 2008,49000,5 km | Câmbio: manual | Diesel,2008,6,5
KG/Fiat Palio - Completo - 2013,0,0 km | Câmbio: manual | Flex,2013,6,0
Vendo Gol 2012 Completo - 2012,21500,105.000 km | Câmbio: manual | Flex,2012,1,105000
Corolla Xei aut 1.8 2009 - 2009,41900,112.000 km | Câmbio: automático,2009,6,112000
Escort Europeu 95 - 1995,5800,54.600 km | Câmbio: manual | Gasolina,1995,6,54600
Gm - Chevrolet Classic Abaixo da tabela - 2008,15990,165.000 km | Câmbio: manual | Flex,2008,6,165000
,0,,0,0,0
Celta 1.0 LT flex 2013 completo - 2013,23900,83.000 km | Câmbio: manual | Flex,2013,7,83000
Gm - Chevrolet - 1994,6500,57.927 km | Câmbio: manual | Álcool,1994,4,57927
VOLKSWAGEN POLO 2018/2019 1.0 200 TSI COMFORTLINE AUTOMÁTICO - 2019,66000,Câmbio: automático | Flex,2019,10,0
